Compound,Date,Media Sources,Negative,Neutral,Positive,Tweet,Tweets Ago
0.5405,Wed Jan 30 19:31:54 +0000 2019,@CBS,0.0,0.831,0.169,"""It comes down to a group of people who won't stop at anything to protect the people of this country and it's why I… https://t.co/JGlxSc4SH3",32
0.7717,Wed Jan 30 19:22:34 +0000 2019,@CBS,0.0,0.676,0.324,"""Dealing with social issues through comedy is the best way to do it."" - @TheNeighborhood's @TichinaArnold #TCA19",33
0.34,Wed Jan 30 19:18:31 +0000 2019,@CBS,0.0,0.893,0.107,"""We're giving each other black and white lessons all the time. Something as simple as ""the washcloth debate,"" who k… https://t.co/agrBmmneUM",34
0.6369,Wed Jan 30 19:12:33 +0000 2019,@CBS,0.0,0.776,0.224,"""Where we have a lot of fun is in situations that spark the conversation rather than give the answers."" -… https://t.co/CgtfE8gsDn",35
0.0772,Wed Jan 30 19:10:35 +0000 2019,@CBS,0.0,0.939,0.061,"""It was always paramount to have one of the most inclusive writers rooms in sitcoms. We want that authenticity."" -E… https://t.co/SwEk6E4B7A",36
-0.5106,Wed Jan 30 19:06:30 +0000 2019,@CBS,0.148,0.852,0.0,"""In this world where there's a lot of division and emphasis on negativity, we're trying to put forth a cultural con… https://t.co/hjGMwcrlMe",37
0.0,Wed Jan 30 19:01:43 +0000 2019,@CBS,0.0,1.0,0.0,"The stars and producers of the CBS Freshman Hit Series @TheNeighborhood, @FBICBS, and @GodFriendedMe take the stage… https://t.co/AnA8OqKjyd",38
0.0,Wed Jan 30 18:46:37 +0000 2019,@CBS,0.0,1.0,0.0,".@TheRedLineCBS premieres April 28 at 8pm ET/7c on CBS, and it will air in two hour installments over four Sundays. #TCA19",39
0.7003,Wed Jan 30 18:45:32 +0000 2019,@CBS,0.0,0.791,0.209,"""Our hope is that the audience will be able to see themselves represented in some sort of way, for better or for wo… https://t.co/oaJkm8Mgie",40
0.6249,Wed Jan 30 18:42:59 +0000 2019,@CBS,0.0,0.805,0.195,"""I knew from the second I read this script that it was going to be an important show. I had a quiet confidence in t… https://t.co/TyxGrNnuF6",41
0.6124,Wed Jan 30 18:39:21 +0000 2019,@CBS,0.0,0.75,0.25,"""Our hope was always to create a 'Parenthood' meets 'The Wire' model."" - #TheRedLine Executive Producer Caitlin Parrish #TCA19",42
0.0,Wed Jan 30 18:35:05 +0000 2019,@CBS,0.0,1.0,0.0,"""I don't think I've ever had a role that related so much to the present time."" - @TheRedLineCBS star @AliyahRoyale… https://t.co/0vGBxK3evZ",43
0.7717,Wed Jan 30 18:33:51 +0000 2019,@CBS,0.0,0.705,0.295,"""Chicago politics and the socio-political conversation are rich in material and it's been thrilling to explore and… https://t.co/6eNYkpBZ2r",44
0.3272,Wed Jan 30 18:27:50 +0000 2019,@CBS,0.0,0.85,0.15,"""The emotional reaction that I had to the first reading of this script was so intense, I've never had a reaction li… https://t.co/IxwQKqxKhM",45
0.0,Wed Jan 30 18:25:44 +0000 2019,@CBS,0.0,1.0,0.0,"""The red line stands as a metaphor for the city of Chicago's contrast."" @ava DuVernay via recorded message at the… https://t.co/7n6rg3pcui",46
-0.2732,Wed Jan 30 18:24:04 +0000 2019,@CBS,0.101,0.844,0.055,"""We live in tense and divided times. Our goal was to have an intense conversation through the lens of a family dram… https://t.co/NubRFwW3Mw",47
0.0,Wed Jan 30 18:19:12 +0000 2019,@CBS,0.0,1.0,0.0,"Up next at CBS #TCA19, @TheRedLineCBS stars Noah Wyle, @Emayatzy Corinealdi, @noel_fisher, and @AliyahRoyale, and p… https://t.co/GZxOC8BT9U",48
0.4215,Wed Jan 30 18:08:51 +0000 2019,@CBS,0.0,0.891,0.109,RT @WorldsBestCBS: Get your first look at the brand new global talent competition series where elite acts from all over the 🌎 take the stag…,49
-0.25,Wed Jan 30 17:59:39 +0000 2019,@CBS,0.14,0.76,0.1,"""There aren't acts that are bad acts. Now in this culture, I don't think that's suitable anymore. What I like is th… https://t.co/Fn81jDYNLI",50
-0.017,Wed Jan 30 17:58:12 +0000 2019,@CBS,0.078,0.846,0.075,"""We were not prepared for the emotional journey that the show and the performers took us on."" - #WorldsBest judge… https://t.co/sovVQ9x388",51
0.0,Wed Jan 30 17:51:37 +0000 2019,@CBS,0.0,1.0,0.0,"""The thing that makes us different is our global identity. We have 38 countries represented in the [Wall of the Wor… https://t.co/3vgrKwAJ3F",52
0.0,Wed Jan 30 17:49:34 +0000 2019,@CBS,0.0,1.0,0.0,"""The #WorldsBest. This show really does live up to the name."" -@WorldsBestCBS American judge @RuPaul #TCA19",53
0.25,Wed Jan 30 17:44:48 +0000 2019,@CBS,0.0,0.909,0.091,"""This is a home grown format, created in America."" - #WorldsBest EP Mike Darnell on the new CBS show.

""This is a n… https://t.co/tKSDr5i5Xt",54
0.0,Wed Jan 30 17:37:11 +0000 2019,@CBS,0.0,1.0,0.0,"Up first, @WorldsBestCBS judge @RuPaul and Executive Producers Mike Darnell, Alison Holloway, and @benwinston take… https://t.co/qnG7aUxFlw",55
0.0,Wed Jan 30 17:31:06 +0000 2019,@CBS,0.0,1.0,0.0,We are live at the CBS #TCA. Stay tuned for inside information about new and returning CBS and @CBSAllAccess shows… https://t.co/xNzN49nVbL,56
0.0,Wed Jan 30 17:12:46 +0000 2019,@CBS,0.0,1.0,0.0,"When girls unite, anything is possible, even scoring big against the New York @Giants. CBS and @girls_inc team up f… https://t.co/FPjGhmRvNG",57
0.8271,Wed Jan 30 15:00:01 +0000 2019,@CBS,0.0,0.661,0.339,You voted—and a winner was crowned. 🏆 Find out which Super Bowl commercial was named the all-time funniest:… https://t.co/teLz1xMGjs,58
0.0,Wed Jan 30 02:15:00 +0000 2019,@CBS,0.0,1.0,0.0,5 Days https://t.co/jZyj5gz1Z7,59
0.4199,Wed Jan 30 02:00:00 +0000 2019,@CBS,0.0,0.859,0.141,Thank you for watching #SBGC! See you at the big game on Feb. 3 on CBS and @CBSAllAccess. https://t.co/cjhY23foEf,60
0.6114,Wed Jan 30 01:59:40 +0000 2019,@CBS,0.0,0.778,0.222,The votes are IN! 🎉 Which commercial do you think won the title of #SBGC? https://t.co/sth9cnnmRD,61
0.0,Wed Jan 30 01:52:55 +0000 2019,@CBS,0.0,1.0,0.0,RT @RealBarbieGirl2: #sbgcterrytate #SBGC WHOOP WHOOP,62
0.6369,Wed Jan 30 01:52:42 +0000 2019,@CBS,0.0,0.543,0.457,RT @Pamtay1950: #sbgcstreaker the best #sbgc,63
0.7959,Wed Jan 30 01:51:19 +0000 2019,@CBS,0.0,0.717,0.283,"Now, it's your turn to determine the #SBGC winner! Tweet for your favorite NOW using the hashtags #SBGCStreaker or… https://t.co/P4uCNoI7kL",64
0.8555,Wed Jan 30 01:47:13 +0000 2019,@CBS,0.0,0.656,0.344,RT @JrMckimmy: #SBGC I love the Eli and Odell commercial it is the best when Eli picks up Odell,65
0.3612,Wed Jan 30 01:44:22 +0000 2019,@CBS,0.0,0.815,0.185,RT if you've got moves like @obj and Eli Manning. #SBGC https://t.co/wIss9WycVe,66
0.6369,Wed Jan 30 01:40:42 +0000 2019,@CBS,0.0,0.656,0.344,RT @Joonchildmack: #SBGC seeing @lucastill  was the best part👌🏻👌🏻,67
0.4926,Wed Jan 30 01:37:45 +0000 2019,@CBS,0.0,0.687,0.313,RT @KimberyPemrich: @CBS #SBGC Thanks for the memories!,68
0.0,Wed Jan 30 01:32:53 +0000 2019,@CBS,0.0,1.0,0.0,@dlive45 WASSSSUPPPPP!!,69
0.8016,Wed Jan 30 01:31:47 +0000 2019,@CBS,0.0,0.582,0.418,RT @7BOOMERESIASON: Love working with @DanielaRuah on #SBGC she’s hilarious and a pro!,70
0.7644,Wed Jan 30 01:31:05 +0000 2019,@CBS,0.0,0.515,0.485,@BridgetteCorle1 @7BOOMERESIASON @DanielaRuah Glad you are having a fun night!,71
0.0,Wed Jan 30 01:29:42 +0000 2019,@CBS,0.0,1.0,0.0,@JP806LBK WUZ UPPPPP,72
0.6369,Wed Jan 30 01:27:14 +0000 2019,@CBS,0.0,0.656,0.344,RT @MissBagby91: Gotta love the doritos commericals #SBGC @CBS,73
0.0,Wed Jan 30 01:26:12 +0000 2019,@CBS,0.0,1.0,0.0,RT @Karolene8: #sbgc Silence the Stain😂😂😂😂,74
0.0,Wed Jan 30 01:24:05 +0000 2019,@CBS,0.0,1.0,0.0,@4Stephenson WHASSSSUPPPPPPP 😝 #SBGC,75
0.0,Wed Jan 30 01:23:06 +0000 2019,@CBS,0.0,1.0,0.0,@TDinsight WASSSSUPPPPPPP!!,76
0.5399,Wed Jan 30 01:20:09 +0000 2019,@CBS,0.0,0.365,0.635,@gunther_jazzy Too funny!!,77
0.0,Wed Jan 30 01:18:33 +0000 2019,@CBS,0.0,1.0,0.0,@Spicey169 @CedEntertainer 😂🤣,78
-0.4574,Wed Jan 30 01:18:06 +0000 2019,@CBS,0.374,0.626,0.0,RT @writerofpoetry: #SBGC puppymonkeybaby was insane! 🤣,79
0.2235,Wed Jan 30 01:16:42 +0000 2019,@CBS,0.0,0.827,0.173,Can't. Stop. Laughing… at this commercial featuring @CedEntertainer. #SBGC https://t.co/DeKRp3Amfs,80
0.8439,Wed Jan 30 01:16:01 +0000 2019,@CBS,0.0,0.497,0.503,RT @Zayerbayer1: i'm loving these old Super Bowl commercials! #SBGC,81
0.6239,Wed Jan 30 01:12:02 +0000 2019,@CBS,0.0,0.44,0.56,@MyssMichelle Keep warm! Thanks for watching. 😃,82
0.4199,Wed Jan 30 01:11:37 +0000 2019,@CBS,0.0,0.589,0.411,@Teresa_Minker Thank you for watching!,83
0.0,Wed Jan 30 01:11:13 +0000 2019,@CBS,0.0,1.0,0.0,@Minnie3Dream 😂,84
0.0,Wed Jan 30 01:10:03 +0000 2019,@CBS,0.0,1.0,0.0,RT @MarthaJeanD: #SBGC #SuperBowl commercials are as iconic as the game itself!!!!,85
0.0,Wed Jan 30 01:09:43 +0000 2019,@CBS,0.0,1.0,0.0,@ghostingabby 😂😂😂😂😂,86
0.0,Wed Jan 30 01:09:28 +0000 2019,@CBS,0.0,1.0,0.0,@jswmb7777 Shhhhh.... 😉,87
0.6715,Wed Jan 30 01:09:13 +0000 2019,@CBS,0.0,0.307,0.693,@marvice2 SO good!!,88
0.8587,Wed Jan 30 01:08:02 +0000 2019,@CBS,0.147,0.427,0.426,RT @jeanneraeC: I absolutely love #SBGC. Thanks for the memories as well as the tummy  ache from laughing so hard.,89
0.8825,Wed Jan 30 01:07:02 +0000 2019,@CBS,0.0,0.564,0.436,RT @whiskey911tango: One of the best parts of Super Bowl week!!!! The commercial show!🤣#sbgc,90
0.8955,Wed Jan 30 01:05:00 +0000 2019,@CBS,0.0,0.546,0.454,RT @chrisdeninno: #SBGCFirstDate | I just voted for the funniest Super Bowl commercial! Which is your favorite? https://t.co/vLFflYe4zX,91
0.5093,Wed Jan 30 01:03:04 +0000 2019,@CBS,0.0,0.752,0.248,Your face when your favorite commercial made the countdown! #SBGC https://t.co/uzbyZhonxk,92
0.0,Wed Jan 30 01:00:12 +0000 2019,@CBS,0.0,1.0,0.0,@bridierubino Let's do this!,93
0.4738,Wed Jan 30 01:00:00 +0000 2019,@CBS,0.0,0.829,0.171,Who's ready for the countdown to begin?! Hosts @7BOOMERESIASON and @DanielaRuah are. #SBGC starts NOW! https://t.co/Z29g6rOSzx,94
0.474,Wed Jan 30 00:59:59 +0000 2019,@CBS,0.0,0.393,0.607,@ShannonStern So ready!,95
0.6892,Wed Jan 30 00:59:52 +0000 2019,@CBS,0.0,0.516,0.484,@PuffyGil2 That's awesome! Did you vote?!,96
0.4588,Wed Jan 30 00:59:17 +0000 2019,@CBS,0.0,0.8,0.2,RT @PuffyGil2: One of my favorite yearly traditions is watching #SBGC every year,97
0.4199,Wed Jan 30 00:47:05 +0000 2019,@CBS,0.0,0.589,0.411,RT @ShannonStern: Ready for #SBGC!,98
0.5229,Wed Jan 30 00:31:05 +0000 2019,@CBS,0.0,0.675,0.325,RT @bridierubino: Getting ready to watch #SBGC !!!,99
0.3182,Sun Feb 03 05:31:00 +0000 2019,@CNN,0.0,0.892,0.108,Foxconn says it's sticking to its original plan of making flat screen panels at a new plant in Wisconsin following… https://t.co/ItnwA5f3mn,0
0.0,Sun Feb 03 05:16:03 +0000 2019,@CNN,0.0,1.0,0.0,Machu Picchu is now wheelchair accessible https://t.co/vB6i7jsQyy https://t.co/CybbbAbe4V,1
0.0,Sun Feb 03 05:01:04 +0000 2019,@CNN,0.0,1.0,0.0,"Glaciers in the Canadian Arctic have melted enough to reveal land that was hidden for the last 40,000 years or more… https://t.co/CJzdy6j2vr",2
0.4019,Sun Feb 03 04:31:03 +0000 2019,@CNN,0.0,0.881,0.119,An 11-year-old girl began asking nursing home residents what three things in the world they wish they had right now… https://t.co/zgl9oIPhPt,3
-0.6705,Sun Feb 03 04:00:06 +0000 2019,@CNN,0.231,0.769,0.0,"European colonizers killed so many Native Americans that it changed the global climate, researchers say… https://t.co/xPVxLhrDwD",4
0.0,Sun Feb 03 03:31:09 +0000 2019,@CNN,0.0,1.0,0.0,US cities as cold as the Arctic. An Australian inferno. The UK covered in snow. It's only one month into 2019 and e… https://t.co/UfXAKnrO5S,5
0.0,Sun Feb 03 03:00:12 +0000 2019,@CNN,0.0,1.0,0.0,Here's how stocks performed under each president from Reagan to Trump https://t.co/eMSYVawHNw https://t.co/fb1NdRWgS2,6
-0.296,Sun Feb 03 02:30:11 +0000 2019,@CNN,0.091,0.909,0.0,"""I will no longer take corporate PAC money for my campaign ... it's the right thing to do,"" writes Rep. Jim McGover… https://t.co/k29DLH4Uay",7
0.4019,Sun Feb 03 02:00:14 +0000 2019,@CNN,0.0,0.881,0.119,An 11-year-old girl began asking nursing home residents what three things in the world they wish they had right now… https://t.co/rx7jW6VZMc,8
0.4019,Sun Feb 03 01:30:11 +0000 2019,@CNN,0.0,0.847,0.153,How you can help national parks recover from the shutdown (because they need it) https://t.co/apOr6m3ZO2 https://t.co/YFfB7RdUki,9
0.1779,Sun Feb 03 01:00:13 +0000 2019,@CNN,0.0,0.909,0.091,"A massive hole two-thirds the size of Manhattan has been discovered growing in an Antarctic glacier, signaling rapi… https://t.co/NzX6JqSZd7",10
-0.1779,Sun Feb 03 00:30:04 +0000 2019,@CNN,0.108,0.892,0.0,The Nest in my son's room was acting weird. Here's what I did next. https://t.co/9UGB3txqXR https://t.co/600KuLBrIk,11
0.0,Sun Feb 03 00:15:07 +0000 2019,@CNN,0.0,1.0,0.0,A Swedish train operator is investigating the forcible removal of a pregnant woman from a train in Stockholm… https://t.co/N46nWqIAro,12
-0.128,Sun Feb 03 00:00:09 +0000 2019,@CNN,0.26,0.565,0.175,US intelligence warns China is using student spies to steal secrets https://t.co/IEZA4GCWBD https://t.co/qZC3xNtP3Q,13
-0.7492,Sat Feb 02 23:30:16 +0000 2019,@CNN,0.251,0.749,0.0,"The New England Patriots are evolving into the most hated team of all time, and Donald Trump isn't helping matters… https://t.co/bqIJR2D6wy",14
0.0,Sat Feb 02 23:15:04 +0000 2019,@CNN,0.0,1.0,0.0,What Cory Booker's rollout tells us about his 2020 campaign https://t.co/zTb5wPZbvn https://t.co/VAgz3FpOOl,15
-0.5994,Sat Feb 02 23:01:10 +0000 2019,@CNN,0.302,0.698,0.0,World War I grenade found in shipment of potatoes https://t.co/8HZU8L7ao9 https://t.co/AjmIamyHFP,16
-0.5574,Sat Feb 02 22:45:07 +0000 2019,@CNN,0.159,0.841,0.0,The parents of a Penn State University student who died in a hazing ritual have settled with the university and sue… https://t.co/aqn543KwFW,17
-0.2584,Sat Feb 02 22:30:11 +0000 2019,@CNN,0.12,0.88,0.0,"Punxsutawney Phil predicts spring will come early.

Here's why you shouldn't get too excited, though.… https://t.co/rGQ7Nz5L5d",18
-0.6486,Sat Feb 02 22:15:06 +0000 2019,@CNN,0.249,0.751,0.0,"Brooklyn rapper Tekashi 6ix9ine has pleaded guilty to nine counts of racketeering, firearms offenses and drug traff… https://t.co/MPnTnnfuTW",19
0.0258,Sat Feb 02 22:02:07 +0000 2019,@CNN,0.146,0.703,0.151,"Discover the incredible true story of three brothers, separated at birth, with a shocking secret.… https://t.co/1pSgPQldcc",20
-0.1877,Sat Feb 02 21:44:03 +0000 2019,@CNN,0.098,0.902,0.0,"During the 2016 presidential election, then-candidate Donald Trump was not granted a loan from Deutsche Bank follow… https://t.co/Etf5fjTRI7",21
0.2716,Sat Feb 02 21:31:07 +0000 2019,@CNN,0.0,0.896,0.104,"The next week could determine whether Sears, once the nation's largest and most important retailer, lives or dies.… https://t.co/GdW8iItrNV",22
0.5994,Sat Feb 02 21:16:06 +0000 2019,@CNN,0.0,0.698,0.302,Keep these recalled foods off your Super Bowl spread https://t.co/scVFt0cLWK,23
-0.8591,Sat Feb 02 21:01:26 +0000 2019,@CNN,0.333,0.667,0.0,RT @CNNnewsroom: “It speaks to the character of the individual and that individual’s inability to understand that racism is a problem not o…,24
0.0,Sat Feb 02 21:01:07 +0000 2019,@CNN,0.0,1.0,0.0,There's room for a moderate Democratic presidential candidate in 2020 https://t.co/kaDZV3cX5k | Analysis by Harry Enten,25
-0.296,Sat Feb 02 20:45:07 +0000 2019,@CNN,0.307,0.526,0.167,"Rapper Bow Wow has been arrested and charged with misdemeanor battery charges, Atlanta police said… https://t.co/jUzqo9rqbc",26
-0.4523,Sat Feb 02 20:33:14 +0000 2019,@CNN,0.143,0.785,0.073,"Gov. Northam says he does not plan to resign over racist yearbook photo.

“I plan to continue to lead. If we get to… https://t.co/sAmELnVpEg",27
0.0,Sat Feb 02 20:27:34 +0000 2019,@CNN,0.0,1.0,0.0,"Gov. Northam says he once ""used just a little bit of shoe polish"" to darken his face and compete as Michael Jackson… https://t.co/xCU0JFnlqU",28
0.2584,Sat Feb 02 20:00:46 +0000 2019,@CNN,0.0,0.903,0.097,"Virginia Gov. Ralph Northam did not resign during a news conference, saying he does not believe he is either person… https://t.co/9nMibVeWnW",29
-0.34,Sat Feb 02 19:52:05 +0000 2019,@CNN,0.167,0.833,0.0,"BREAKING: “When I was confronted with the images yesterday, I was appalled that they appeared on my page, but I bel… https://t.co/B59Kl0WSc5",30
0.7306,Sat Feb 02 19:17:55 +0000 2019,@CNN,0.0,0.677,0.323,"Virginia Gov. Northam won't resign over racist yearbook photo, his spokeswoman says, despite mounting pressure to d… https://t.co/rMs9RgOt7r",31
0.0,Sat Feb 02 19:01:09 +0000 2019,@CNN,0.0,1.0,0.0,President Trump's former physician Ronny Jackson appointed Trump's chief medical advisor amid Pentagon investigatio… https://t.co/GVRMbxAzOO,32
-0.3612,Sat Feb 02 18:44:45 +0000 2019,@CNN,0.192,0.69,0.118,An off-duty Transportation Security Administration officer fell to his death from a hotel balcony inside Florida's… https://t.co/pQ8qukqZNP,33
0.0,Sat Feb 02 18:31:04 +0000 2019,@CNN,0.0,1.0,0.0,Ohio Sen. Sherrod Brown testing a potential presidential candidacy on listening tour https://t.co/YCZXDVlfke https://t.co/gLqB9SDXJs,34
0.0,Sat Feb 02 18:13:05 +0000 2019,@CNN,0.0,1.0,0.0,A Hawaiian Airlines flight headed to Maui returned to LAX three times over unrelated issues before finally being ca… https://t.co/no4O2is6M0,35
0.0,Sat Feb 02 17:48:32 +0000 2019,@CNN,0.0,1.0,0.0,"""I don’t think we’re going to be able to heal until the governor resigns,” says Lamont Bagby, a member of the Virgi… https://t.co/O6xxehfCRM",36
0.0,Sat Feb 02 17:32:33 +0000 2019,@CNN,0.0,1.0,0.0,"Punxsutawney Phil emerged from his burrow at Gobbler’s Knob in Pennsylvania and did not see his shadow, predicting… https://t.co/E9wjpXpo8n",37
0.0,Sat Feb 02 17:17:51 +0000 2019,@CNN,0.0,1.0,0.0,"""I don’t think we’re going to be able to heal until the governor resigns,” says LaMont Bagby, a member of the Virgi… https://t.co/GD1fyEj4r2",38
0.2732,Sat Feb 02 17:01:09 +0000 2019,@CNN,0.0,0.905,0.095,"As much of the Midwest shivered in below-zero weather this week, some people warmed the hearts of strangers with ra… https://t.co/JKQO1ps2F0",39
0.0,Sat Feb 02 16:40:20 +0000 2019,@CNN,0.0,1.0,0.0,"“This is an issue of whether or not this governor can lead this state, that has gone through such a tumultuous hist… https://t.co/C34fx0OSmP",40
0.4973,Sat Feb 02 16:11:18 +0000 2019,@CNN,0.0,0.861,0.139,BREAKING: Virginia Gov. Ralph Northam has told a source he now believes it is not him in a racist yearbook photo an… https://t.co/rMmAmII7JP,41
0.0,Sat Feb 02 16:01:04 +0000 2019,@CNN,0.0,1.0,0.0,"Gov. Northam is done for, even if he doesn't know it yet | Analysis by Chris Cillizza https://t.co/w0TZotxQO3",42
0.128,Sat Feb 02 15:58:49 +0000 2019,@CNN,0.1,0.776,0.123,"JUST IN: The Democratic Party of Virginia is calling for Gov. Northam’s immediate resignation.

“We made the decisi… https://t.co/9IySzRqmSe",43
0.4019,Sat Feb 02 15:44:07 +0000 2019,@CNN,0.0,0.863,0.137,"""You are loved"": Meghan, Duchess of Sussex, writes notes of support for sex workers while visiting charity… https://t.co/o71nTcSXpJ",44
0.6124,Sat Feb 02 15:31:00 +0000 2019,@CNN,0.086,0.683,0.23,"The usual Super Bowl suspects like Coke, Pepsi, Pringles and Doritos are back with new ads that feature a host of c… https://t.co/EHywZPDdu9",45
-0.0258,Sat Feb 02 15:29:07 +0000 2019,@CNN,0.093,0.817,0.089,Former VP Joe Biden and Sen. Bernie Sanders are the latest to call for Gov. Northam to resign after he apologized f… https://t.co/5tly9zDAyI,46
0.6597,Sat Feb 02 15:16:03 +0000 2019,@CNN,0.0,0.735,0.265,"Suicides among active duty military personnel assigned to US Special Operations Command tripled in 2018, according… https://t.co/BmVQcT0gNd",47
0.5994,Sat Feb 02 15:08:29 +0000 2019,@CNN,0.0,0.83,0.17,"RT @CNNnewsroom: Tomorrow’s Super Bowl will be historical in US gambling history. 

As more states consider legalized sports gambling, @dar…",48
0.3947,Sat Feb 02 15:01:11 +0000 2019,@CNN,0.0,0.851,0.149,"As the proportion of those with handguns has increased, so has the number of children under the age of 5 who are dy… https://t.co/MyL4u1iy7V",49
-0.3724,Sat Feb 02 14:46:11 +0000 2019,@CNN,0.113,0.887,0.0,"“When all of these folks are telling you to step aside … politically, you cannot be effective in that role anymore,… https://t.co/OLFJp5Wy2z",50
0.0,Sat Feb 02 14:44:07 +0000 2019,@CNN,0.0,1.0,0.0,"Public works employees in Florida were responding to reports of a possible sinkhole when they stumbled upon a ""very… https://t.co/NDqWRzpoHI",51
0.0,Sat Feb 02 14:35:11 +0000 2019,@CNN,0.0,1.0,0.0,"Bill Burton, political adviser to Howard Schultz and former deputy press secretary to President Obama, tells CNN's… https://t.co/VQs0ZoCNRx",52
0.0,Sat Feb 02 14:31:00 +0000 2019,@CNN,0.0,1.0,0.0,"London's Gatwick Airport is testing out an electric, autonomous robot named Stan that parks customers' cars for the… https://t.co/rKXCAdj0gC",53
-0.3818,Sat Feb 02 14:17:07 +0000 2019,@CNN,0.133,0.867,0.0,"Commentary:

“The only people who should be upset about Schultz or any other legitimate third-party candidate getti… https://t.co/cSRmgYgffK",54
0.0,Sat Feb 02 14:16:03 +0000 2019,@CNN,0.0,1.0,0.0,Here's how stocks performed under each president from Reagan to Trump https://t.co/qYTPwtvGWq https://t.co/CnrI5PaF12,55
-0.4019,Sat Feb 02 14:01:11 +0000 2019,@CNN,0.144,0.856,0.0,Rep. Tulsi Gabbard to officially launch 2020 campaign after weeks of discord heading into the announcement… https://t.co/v10cPdi5D6,56
0.0,Sat Feb 02 13:31:03 +0000 2019,@CNN,0.0,1.0,0.0,Russia has announced it is suspending participation in the INF nuclear missile treaty — one day after the US declar… https://t.co/FrqIrCYTXd,57
0.3306,Sat Feb 02 13:31:00 +0000 2019,@CNN,0.0,0.895,0.105,"Is breakfast really the most important meal of the day?

A new study finds that eating breakfast may not actually h… https://t.co/buPkxSKlNU",58
-0.2584,Sat Feb 02 13:14:57 +0000 2019,@CNN,0.12,0.88,0.0,"Punxsutawney Phil predicts spring will come early.

Here's why you shouldn't get too excited, though.… https://t.co/dq3Q5Nyc68",59
-0.6705,Sat Feb 02 13:01:05 +0000 2019,@CNN,0.231,0.769,0.0,"European colonizers killed so many Native Americans that it changed the global climate, researchers say… https://t.co/VvlN1zAhxx",60
-0.5106,Sat Feb 02 12:31:00 +0000 2019,@CNN,0.223,0.777,0.0,The argument over coffee's health impact dates back centuries. Here's a look at coffee's controversial history and… https://t.co/iBx6p8lHu1,61
0.0,Sat Feb 02 12:02:01 +0000 2019,@CNN,0.0,1.0,0.0,"RT @CNNTonight: ""People are going to have their opinions about whatever, and all I can deal with right now is what my heart says."" - Gladys…",62
0.3182,Sat Feb 02 12:01:05 +0000 2019,@CNN,0.0,0.892,0.108,The House Democratic Women's Working Group is inviting women to wear white to President Trump's State of the Union… https://t.co/ASPppyRVKh,63
-0.3818,Sat Feb 02 11:31:00 +0000 2019,@CNN,0.12,0.88,0.0,The US government has given CNN an inside look at the Pentagon’s work on “deepfakes” — those manipulated videos tha… https://t.co/zSFfzy3iJX,64
0.0,Sat Feb 02 11:01:06 +0000 2019,@CNN,0.0,1.0,0.0,US cities as cold as the Arctic. An Australian inferno. The UK covered in snow. It's only one month into 2019 and e… https://t.co/pm4sWV5ifQ,65
0.0,Sat Feb 02 10:31:00 +0000 2019,@CNN,0.0,1.0,0.0,This could be the world's heaviest avocado https://t.co/dYXt28sD1e https://t.co/pN20perh6V,66
-0.802,Sat Feb 02 10:01:05 +0000 2019,@CNN,0.353,0.647,0.0,"Marijuana possession cases, regardless of quantity or a person's criminal record, will no longer be prosecuted in B… https://t.co/se1NjuEPmc",67
0.5994,Sat Feb 02 09:31:00 +0000 2019,@CNN,0.0,0.813,0.187,Many fans attending Super Bowl 53 are flying in via Hartsfield-Jackson Atlanta International Airport. Here's what t… https://t.co/WZHDOCA0QA,68
0.4019,Sat Feb 02 09:01:02 +0000 2019,@CNN,0.0,0.881,0.119,An 11-year-old girl began asking nursing home residents what three things in the world they wish they had right now… https://t.co/y1NenDX44M,69
0.25,Sat Feb 02 08:31:00 +0000 2019,@CNN,0.0,0.867,0.133,This self-taught teen pianist plays with four fingers and two prosthetic legs https://t.co/DmhJaxU3ZI https://t.co/fX83AbxPDk,70
-0.5574,Sat Feb 02 08:01:03 +0000 2019,@CNN,0.159,0.841,0.0,An undocumented worker fired from President Trump's New Jersey golf club will be in attendance at Trump's State of… https://t.co/Ro4FL1lFke,71
0.5622,Sat Feb 02 07:31:00 +0000 2019,@CNN,0.0,0.795,0.205,"With a top speed of 207 mph and a starting price of around $215,000, the 2019 Bentley Continental GT is performance… https://t.co/4eEDSvutdf",72
0.1779,Sat Feb 02 07:16:07 +0000 2019,@CNN,0.0,0.909,0.091,"A massive hole two-thirds the size of Manhattan has been discovered growing in an Antarctic glacier, signaling rapi… https://t.co/lZjcpTMqwz",73
0.1531,Sat Feb 02 07:01:05 +0000 2019,@CNN,0.0,0.922,0.078,"Captain Rosemary Mariner, the first woman to fly a tactical fighter jet in the US Navy, will receive the first-ever… https://t.co/x4Ldnu4Bp3",74
-0.4939,Sat Feb 02 06:46:03 +0000 2019,@CNN,0.278,0.602,0.12,A former youth care worker has been sentenced to 19 years in prison for sexually abusing teenage boys at a migrant… https://t.co/zKrxZiyZW0,75
0.25,Sat Feb 02 06:31:00 +0000 2019,@CNN,0.0,0.889,0.111,Massachusetts Institute of Technology engineers have developed a robot that plays Jenga using technology they say c… https://t.co/MhXvfW9Mhv,76
0.0,Sat Feb 02 06:16:04 +0000 2019,@CNN,0.0,1.0,0.0,"People in the Philippines spend the most time online, a new global report finds https://t.co/dMfgwLucTl https://t.co/LqVZCQbsL2",77
